model,evaluation,roc_auc,pr_auc,f1,mcc,precision,recall_sensitivity,specificity,tn,fp,fn,tp
eegcnn1d,grouped_logo,0.6094324336455188,0.006432590120690961,0.02001953125,0.02755516443492907,0.010962566844919787,0.1151685393258427,0.9730358210260821,133483,3699,315,41
